age,radius,mass,convective_radius,radiative_mass,radiative_moment_of_inertia,convective_moment_of_inertia,luminosity
4.926082599199999869e+07,8.905352006867605086e-01,9.999999999999996669e-01,6.630347074678927255e-01,9.793177640716660415e-01,7.764669510068177016e-02,9.287346893474367551e-03,7.031788624883914540e-01
4.926912244799999893e+07,8.905357534819732246e-01,9.999999999999996669e-01,6.630363564293639822e-01,9.793178249563974092e-01,7.764625191963575590e-02,9.287179505764568688e-03,7.031873315363879051e-01
4.927741993900000304e+07,8.905363062530532448e-01,9.999999999999996669e-01,6.630386169562163534e-01,9.793178794989693126e-01,7.764581159256153664e-02,9.287029445740559511e-03,7.031958458855238625e-01
4.928571843800000101e+07,8.905368589981987881e-01,9.999999999999996669e-01,6.630414437473102218e-01,9.793179295114269323e-01,7.764529636005343405e-02,9.286948855013700196e-03,7.032075109288997705e-01
4.929401788400000334e+07,8.905374117133452172e-01,9.999999999999996669e-01,6.630447915015060811e-01,9.793179768058164480e-01,7.764477274683455332e-02,9.286872228136535540e-03,7.032195497066749956e-01
4.930231828599999845e+07,8.905379643990911642e-01,9.999999999999996669e-01,6.630486149176650912e-01,9.793180231941831515e-01,7.764424245169765371e-02,9.286798885591970171e-03,7.032318489660013272e-01
4.931061966099999845e+07,8.905385170565676134e-01,9.999999999999996669e-01,6.630528686946475236e-01,9.793180704885724452e-01,7.764368053636547251e-02,9.286754784932838708e-03,7.032442954540305546e-01
4.931892205300000310e+07,8.905390696887016677e-01,9.999999999999996669e-01,6.630575075313143163e-01,9.793181205010302870e-01,7.764312088609026663e-02,9.286707060182562007e-03,7.032567759179142453e-01
4.932722393900000304e+07,8.905396237963679740e-01,9.999999999999996669e-01,6.630624861265259629e-01,9.793181750436020794e-01,7.764256497315905059e-02,9.286655258329746046e-03,7.032691771048040774e-01
4.933552769099999964e+07,8.905401794634890678e-01,9.999999999999996669e-01,6.630677591791431791e-01,9.793182359283334470e-01,7.764204090692880533e-02,9.286598926362996803e-03,7.032787220548595286e-01
4.934383559499999881e+07,8.905407353148644400e-01,9.999999999999996669e-01,6.630732813880267917e-01,9.793181753154089897e-01,7.764132927133117479e-02,9.286699676096851069e-03,7.032885161611812652e-01
4.935214298600000143e+07,8.905412910383460057e-01,9.999999999999996669e-01,6.630790074520372945e-01,9.793181006591311633e-01,7.764059022854422065e-02,9.286825001698792437e-03,7.032984235203514345e-01
4.936045068900000304e+07,8.905418466891571461e-01,9.999999999999996669e-01,6.630848920700354032e-01,9.793180128655232242e-01,7.763988894425694065e-02,9.286878343790343562e-03,7.033083082289518506e-01
4.936875917400000244e+07,8.905424022987462607e-01,9.999999999999996669e-01,6.630908899408818336e-01,9.793179128406076517e-01,7.763920535006452184e-02,9.286939613581280534e-03,7.033180343835645498e-01
4.937706858100000024e+07,8.905429578764781917e-01,9.999999999999996669e-01,6.630969557634373013e-01,9.793178014904071471e-01,7.763850805227751062e-02,9.287008811071596412e-03,7.033307073772904205e-01
4.938537891300000250e+07,8.905435134225537785e-01,9.999999999999996669e-01,6.631030442365624111e-01,9.793176797209447448e-01,7.763783048313664670e-02,9.287053523296109545e-03,7.033435502502887182e-01
4.939369022399999946e+07,8.905440689405823562e-01,9.999999999999996669e-01,6.631091100591178789e-01,9.793175484382430351e-01,7.763717966431854522e-02,9.287100160819045103e-03,7.033564497497111212e-01
4.940200249899999797e+07,8.905446244295599501e-01,9.999999999999996669e-01,6.631151079299643092e-01,9.793174085483248303e-01,7.763652465514506162e-02,9.287148497134703473e-03,7.033692926227093078e-01
4.941031576299999654e+07,8.905451798911558914e-01,9.999999999999996669e-01,6.631209925479624179e-01,9.793172609572128318e-01,7.763583451493800969e-02,9.287198305737386778e-03,7.033793019094429777e-01
4.941863000800000131e+07,8.905457353248336094e-01,9.999999999999996669e-01,6.631267186119729207e-01,9.793171065709300738e-01,7.763516953951388189e-02,9.287249360121404076e-03,7.033895830030124641e-01
4.942694523799999803e+07,8.905462907308588916e-01,9.999999999999996669e-01,6.631322408208565333e-01,9.793169462954990356e-01,7.763449878819450589e-02,9.287301433781060961e-03,7.033999999999999142e-01
4.943526145400000364e+07,8.905468461092966859e-01,9.999999999999996669e-01,6.631375138734738606e-01,9.793167810369428627e-01,7.763382373326688235e-02,9.287354300210647409e-03,7.034104169969874754e-01
4.944357866300000250e+07,8.905474014606125088e-01,9.999999999999996669e-01,6.631398287616931952e-01,9.793166117012840344e-01,7.763314584701802579e-02,9.287407732904479421e-03,7.034206980905568507e-01
4.945189685999999940e+07,8.905479567844705180e-01,9.999999999999996669e-01,6.631423588303244632e-01,9.793164391945455849e-01,7.763246660173500624e-02,9.287461505356855648e-03,7.034307073772904095e-01
4.946021603400000185e+07,8.905485120801347465e-01,9.999999999999996669e-01,6.631450361276585159e-01,9.793162644227501046e-01,7.763178746970485211e-02,9.287515391062085152e-03,7.034435502502887072e-01
4.946853615799999982e+07,8.905490673458019701e-01,9.999999999999996669e-01,6.631477927019864271e-01,9.793160882919202948e-01,7.763113656028447496e-02,9.287595800584382694e-03,7.034564497497111102e-01
4.947685725800000131e+07,8.905496225832062462e-01,9.999999999999996669e-01,6.631505606015990484e-01,9.793159117080791898e-01,7.763045652223152238e-02,9.287670320958570092e-03,7.034666289157169849e-01
4.948517934399999678e+07,8.905501777930133755e-01,9.999999999999996669e-01,6.631532718747874533e-01,9.793157355772496020e-01,7.762977546490293368e-02,9.287738952184645611e-03,7.034771931414074420e-01
4.949350242099999636e+07,8.905507329755549817e-01,9.999999999999996669e-01,6.631558585698429376e-01,9.793155608054541217e-01,7.762912149765564818e-02,9.287801694262607516e-03,7.034880065233639623e-01
4.950182646700000018e+07,8.905512881293621286e-01,9.999999999999996669e-01,6.631582527350562417e-01,9.793153882987155612e-01,7.762843726924729959e-02,9.287858547192461012e-03,7.034989331581686933e-01
4.951015148600000143e+07,8.905518432547000485e-01,9.999999999999996669e-01,6.631636277152368475e-01,9.793152189630568438e-01,7.762778330200002797e-02,9.287909510974197425e-03,7.035098371424040042e-01
4.951847749899999797e+07,8.905523983529675114e-01,9.999999999999996669e-01,6.631692745022536029e-01,9.793150537045004489e-01,7.762712888174136405e-02,9.287954585607823693e-03,7.035205825726515982e-01
4.952680447800000012e+07,8.905529534222963450e-01,9.999999999999996669e-01,6.631751477949668905e-01,9.793148934290696328e-01,7.762647570726402546e-02,9.287993771093341552e-03,7.035310335454935116e-01
4.953513244699999690e+07,8.905535084642846044e-01,9.999999999999996669e-01,6.631812022922375371e-01,9.793147390427868748e-01,7.762582547736072980e-02,9.288027067430744063e-03,7.035442954540305216e-01
4.954346139000000060e+07,8.905540634778643660e-01,9.999999999999996669e-01,6.631873926929261476e-01,9.793145914516748762e-01,7.762514747785903557e-02,9.288054474620034695e-03,7.035575913384219948e-01
4.955179131599999964e+07,8.905546184636339291e-01,9.999999999999996669e-01,6.631936736958933265e-01,9.793144515617566714e-01,7.762450223108108283e-02,9.288075992661213448e-03,7.035681442388275197e-01
4.956012223600000143e+07,8.905551734223242644e-01,9.999999999999996669e-01,6.631999999999997897e-01,9.793143202790548507e-01,7.762385902285440231e-02,9.288091621554280322e-03,7.035790595483475407e-01
4.956845414800000191e+07,8.905557283538002578e-01,9.999999999999996669e-01,6.632063263041063639e-01,9.793141985095924484e-01,7.762321955197171164e-02,9.288101361299231848e-03,7.035902013635640939e-01
4.957678704500000179e+07,8.905562832575937282e-01,9.999999999999996669e-01,6.632126073070736538e-01,9.793140871593920549e-01,7.762258551722575617e-02,9.288105211896076699e-03,7.036014337810594377e-01
4.958512088599999994e+07,8.905568381309733050e-01,9.999999999999996669e-01,6.632187977077621532e-01,9.793139871344763714e-01,7.762195284151394981e-02,9.288103173344806202e-03,7.036126208974153862e-01
4.959345571700000018e+07,8.905573929770007613e-01,9.999999999999996669e-01,6.632248522050327999e-01,9.793138993408684323e-01,7.762132322362905179e-02,9.288095245645423825e-03,7.036236268092140866e-01
4.960179153899999708e+07,8.905579478548719674e-01,9.999999999999996669e-01,6.632307254977460875e-01,9.793138246845908279e-01,7.762069836236379361e-02,9.288081428797933040e-03,7.036343156130375753e-01
4.961012834799999744e+07,8.905585057716571828e-01,9.999999999999996669e-01,6.632363722847627319e-01,9.793137640716662595e-01,7.762010659358081766e-02,9.288061722802325171e-03,7.036477927019864076e-01
4.961846613300000131e+07,8.905590636599938215e-01,9.999999999999996669e-01,6.632417472649435597e-01,9.793137184081176505e-01,7.761949079254341910e-02,9.288036127658607158e-03,7.036586174092276380e-01
4.962680485899999738e+07,8.905596215175390906e-01,9.999999999999996669e-01,6.632441414301568638e-01,9.793136885999680352e-01,7.761887929511425421e-02,9.288004643366780735e-03,7.036698951278623770e-01
4.963514456899999827e+07,8.905601793471689120e-01,9.999999999999996669e-01,6.632467281252121261e-01,9.793136755532400040e-01,7.761830043715597927e-02,9.287934856961648639e-03,7.036814899544722168e-01
4.964348524700000137e+07,8.905607371478114764e-01,9.999999999999996669e-01,6.632494393984007530e-01,9.793136801739563690e-01,7.761769709393188943e-02,9.287853179007449916e-03,7.036932659856394157e-01
4.965182680300000310e+07,8.905612949134483758e-01,9.999999999999996669e-01,6.632522072980133743e-01,9.793137033681394987e-01,7.761713001426984171e-02,9.287759382998479751e-03,7.037050873179458987e-01
4.966016935800000280e+07,8.905618526521700273e-01,9.999999999999996669e-01,6.632549638723412855e-01,9.793137460418127604e-01,7.761656871050305606e-02,9.287653242429045469e-03,7.037168180479738133e-01
4.966851292599999905e+07,8.905624103649102397e-01,9.999999999999996669e-01,6.632576411696752272e-01,9.793138091009988555e-01,7.761598269496475244e-02,9.287534530793447457e-03,7.037283222723049736e-01
4.967685749899999797e+07,8.905629680511316648e-01,9.999999999999996669e-01,6.632601712383064951e-01,9.793138934517200411e-01,7.761543271648280173e-02,9.287403021585989571e-03,7.037394640875216378e-01
4.968520307699999958e+07,8.905635257108318603e-01,9.999999999999996669e-01,6.632624861265259408e-01,9.793139999999996848e-01,7.761486165032048523e-02,9.287258488300975667e-03,7.037533488867242504e-01
4.969354964999999851e+07,8.905640833433403625e-01,9.999999999999996669e-01,6.632677591791431571e-01,9.793139999999996848e-01,7.761416818047972566e-02,9.287262769258645620e-03,7.037645360030804209e-01
4.970189720400000364e+07,8.905646409477202541e-01,9.999999999999996669e-01,6.632732813880267697e-01,9.793139999999996848e-01,7.761345387211486535e-02,9.287283585132165287e-03,7.037761308296901497e-01
4.971024570700000226e+07,8.905651985218328015e-01,9.999999999999996669e-01,6.632790074520373835e-01,9.793139999999996848e-01,7.761278434392623882e-02,9.287257016013950733e-03,7.037879974631360280e-01
4.971859519699999690e+07,8.905657560682148643e-01,9.999999999999996669e-01,6.632848920700353812e-01,9.793139999999996848e-01,7.761210756755530793e-02,9.287236789055242081e-03,7.037999999999997591e-01
4.972694568699999899e+07,8.905663135877325276e-01,9.999999999999996669e-01,6.632908899408818115e-01,9.793139999999996848e-01,7.761145142585335055e-02,9.287223357267431617e-03,7.038120025368637123e-01
4.973529716899999976e+07,8.905668710798496646e-01,9.999999999999996669e-01,6.632969557634373903e-01,9.793139999999996848e-01,7.761079075403745642e-02,9.287184760696729977e-03,7.038238691703093686e-01
4.974364963300000131e+07,8.905674285438969218e-01,9.999999999999996669e-01,6.633030442365623891e-01,9.793139999999996848e-01,7.761015943735982692e-02,9.287147862918751148e-03,7.038354639969193194e-01
4.975200304399999976e+07,8.905679859775373908e-01,9.999999999999996669e-01,6.633091100591179679e-01,9.793139999999996848e-01,7.760952676164803443e-02,9.287112890439191276e-03,7.038466511132752679e-01
4.976035743299999833e+07,8.905685433828387509e-01,9.999999999999996669e-01,6.633151079299643982e-01,9.793139999999996848e-01,7.760886201272959584e-02,9.287080069763751708e-03,7.038578722054857906e-01
4.976871281700000167e+07,8.905691007609336518e-01,9.999999999999996669e-01,6.633209925479623958e-01,9.793139999999996848e-01,7.760822571292667893e-02,9.287049627398126853e-03,7.038695689596591309e-01
4.977706919200000167e+07,8.905696581115530863e-01,9.999999999999996669e-01,6.633267186119728986e-01,9.793139999999996848e-01,7.760758714806674508e-02,9.287021789848012854e-03,7.038816054723774363e-01
4.978542654800000042e+07,8.905702154340285892e-01,9.999999999999996669e-01,6.633322408208565113e-01,9.793139999999996848e-01,7.760694801694259515e-02,9.286996783619104120e-03,7.038938458402227427e-01
4.979378485300000012e+07,8.905707727262250906e-01,9.999999999999996669e-01,6.633348501664815267e-01,9.793139999999996848e-01,7.760631001834694676e-02,9.286974835217103735e-03,7.039061541597769756e-01
4.980214414599999785e+07,8.905713299907418445e-01,9.999999999999996669e-01,6.633403837006499604e-01,9.793139999999996848e-01,7.760566907517722768e-02,9.286956171147702638e-03,7.039183945276221710e-01
4.981050442899999768e+07,8.905718872277104126e-01,9.999999999999996669e-01,6.633428911187114752e-01,9.793135205327412329e-01,7.760500024915625850e-02,9.286967654986525225e-03,7.039304310403404763e-01
4.981886569300000370e+07,8.905724444365291648e-01,9.999999999999996669e-01,6.633482094724680866e-01,9.793136204217534058e-01,7.760441733674600107e-02,9.286897415570000841e-03,7.039421277945138167e-01
4.982722790600000322e+07,8.905730016150646966e-01,9.999999999999996669e-01,6.633503884572695686e-01,9.793132367664044713e-01,7.760371292668008514e-02,9.286922376497766529e-03,7.039533488867242284e-01
4.983559110599999875e+07,8.905735587658477614e-01,9.999999999999996669e-01,6.633552651249177146e-01,9.793134283902238391e-01,7.760312446488026872e-02,9.286865840675893533e-03,7.039645360030801768e-01
4.984395527700000256e+07,8.905741158878109909e-01,9.999999999999996669e-01,6.633568891707625204e-01,9.793131323925795551e-01,7.760244454008015380e-02,9.286904731703999813e-03,7.039761308296901277e-01
4.985232044099999964e+07,8.905746729824183250e-01,9.999999999999996669e-01,6.633584339396134677e-01,9.793129281297423550e-01,7.760173945049717026e-02,9.286942263697930966e-03,7.039879974631360060e-01
4.986068659000000358e+07,8.905752300491351914e-01,9.999999999999996669e-01,6.633598314797615192e-01,9.793130512582388647e-01,7.760106949194769954e-02,9.286978889669072340e-03,7.039999999999997371e-01
4.986905372800000012e+07,8.905757870882261562e-01,9.999999999999996669e-01,6.633642551360164896e-01,9.793133145711111487e-01,7.760040372375363871e-02,9.287015062628823162e-03,7.040120025368635792e-01
4.987742185800000280e+07,8.905763440998891722e-01,9.999999999999996669e-01,6.633689959002466718e-01,9.793135872839701106e-01,7.759974361820198840e-02,9.287051235588572248e-03,7.040238691703094576e-01
4.988579098200000077e+07,8.905769031340117214e-01,9.999999999999996669e-01,6.633740084713128926e-01,9.793138682642863468e-01,7.759909064757977704e-02,9.287087861559717092e-03,7.040354639969192974e-01
4.989416108900000155e+07,8.905774632105275534e-01,9.999999999999996669e-01,6.633792475480756456e-01,9.793141563795330073e-01,7.759844050827877093e-02,9.287092980588461388e-03,7.040466511132753569e-01
4.990253218500000238e+07,8.905780232592555024e-01,9.999999999999996669e-01,6.633846678293957577e-01,9.793144504971800224e-01,7.759779467258598462e-02,9.287093456250422596e-03,7.040578722054857685e-01
4.991090427199999988e+07,8.905785832803276847e-01,9.999999999999996669e-01,6.633902240141338336e-01,9.793147494846992096e-01,7.759715461278847426e-02,9.287116152121223378e-03,7.040695689596592199e-01
4.991927735700000077e+07,8.905791432742103941e-01,9.999999999999996669e-01,6.633958708011504779e-01,9.793150522095628308e-01,7.759651602527802006e-02,9.287129108247070899e-03,7.040816054723775252e-01
4.992765141700000316e+07,8.905797032393635293e-01,9.999999999999996669e-01,6.634015628893065175e-01,9.793153575392420374e-01,7.759588038234159491e-02,9.287132777639357448e-03,7.040938458402227207e-01
4.993602647200000286e+07,8.905802631771229105e-01,9.999999999999996669e-01,6.634072549774625571e-01,9.793156643412082030e-01,7.759524915626625496e-02,9.287127613309471841e-03,7.041061541597769535e-01
4.994440250599999726e+07,8.905808230864171726e-01,9.999999999999996669e-01,6.634129017644792015e-01,9.793159714829324791e-01,7.759461804344378044e-02,9.287114068268813305e-03,7.041183945276221490e-01
4.995277953800000250e+07,8.905813829685146343e-01,9.999999999999996669e-01,6.634184579492172773e-01,9.793162778318872386e-01,7.759398851616117199e-02,9.287092595528777597e-03,7.041304310403404543e-01
4.996115756499999762e+07,8.905819428232127910e-01,9.999999999999996669e-01,6.634238782305372784e-01,9.793165822555436328e-01,7.759336204670545800e-02,9.287063648100748331e-03,7.041421277945139057e-01
4.996953657999999821e+07,8.905825026500420183e-01,9.999999999999996669e-01,6.634291173073000314e-01,9.793168836213728135e-01,7.759276674443360555e-02,9.287027678996124733e-03,7.041506851797321165e-01
4.997791654299999774e+07,8.905830624463286771e-01,9.999999999999996669e-01,6.634314661713740513e-01,9.793171807968469311e-01,7.759214525810323448e-02,9.286985141226300824e-03,7.041624272350448521e-01
4.998629749800000340e+07,8.905836222150109727e-01,9.999999999999996669e-01,6.634340981675688198e-01,9.793174726494368043e-01,7.759152569707127023e-02,9.286936487802663689e-03,7.041745543500417259e-01
4.999467943800000101e+07,8.905841819556197247e-01,9.999999999999996669e-01,6.634369453441752995e-01,9.793177580466146948e-01,7.759093617069466597e-02,9.286882171736616023e-03,7.041869306213049962e-01
5.000306236699999869e+07,8.905847416684202766e-01,9.999999999999996669e-01,6.634399397494845640e-01,9.793180358558516430e-01,7.759031932773106932e-02,9.286822646039546644e-03,7.041994201454164770e-01
5.001144628599999845e+07,8.905853013534775764e-01,9.999999999999996669e-01,6.634456771387798879e-01,9.793183049446192445e-01,7.758970327753741958e-02,9.286758363722846105e-03,7.042118870189584268e-01
5.001983120700000226e+07,8.905858610115908736e-01,9.999999999999996669e-01,6.634508709144033567e-01,9.793185641803887620e-01,7.758911612947064218e-02,9.286689777797910161e-03,7.042241953385126596e-01
5.002821711599999666e+07,8.905864206418236950e-01,9.999999999999996669e-01,6.634554757752155751e-01,9.793188124306324571e-01,7.758850053228835697e-02,9.286617341276132837e-03,7.042362092006613228e-01
5.003660402099999785e+07,8.905869802447081707e-01,9.999999999999996669e-01,6.634594464200773700e-01,9.793190485628212594e-01,7.758788459534755877e-02,9.286541507168902948e-03,7.042477927019863415e-01
5.004499192300000042e+07,8.905875398203088045e-01,9.999999999999996669e-01,6.634627375478491240e-01,9.793192714444267644e-01,7.758729642800514525e-02,9.286462728487621457e-03,7.042593875285962923e-01
5.005338082800000161e+07,8.905880993690240555e-01,9.999999999999996669e-01,6.634685451539104051e-01,9.793194799429204567e-01,7.758667867901875015e-02,9.286381458243673712e-03,7.042714353665993077e-01
5.006177071599999815e+07,8.905886588895178813e-01,9.999999999999996669e-01,6.634741828806991482e-01,9.793196729257737099e-01,7.758605945774532664e-02,9.286298149448458938e-03,7.042838003125777568e-01
5.007016160400000215e+07,8.905892183829221542e-01,9.999999999999996669e-01,6.634796280776460442e-01,9.793198492604588967e-01,7.758546687354184179e-02,9.286213255113364221e-03,7.042963464631135651e-01
5.007855347500000149e+07,8.905897778481016713e-01,9.999999999999996669e-01,6.634848580941808960e-01,9.793200078144462806e-01,7.758484357516590157e-02,9.286127228249788784e-03,7.043089379147884355e-01
5.008694634899999946e+07,8.905903372863879230e-01,9.999999999999996669e-01,6.634898502797343944e-01,9.793201474552081232e-01,7.758421767197443142e-02,9.286040521869124917e-03,7.043214387641848484e-01
5.009534022100000083e+07,8.905908966974452889e-01,9.999999999999996669e-01,6.634945819837367864e-01,9.793202670502160201e-01,7.758361727332441227e-02,9.285953588982759702e-03,7.043337131078845070e-01
5.010373508500000089e+07,8.905914560808722014e-01,9.999999999999996669e-01,6.634990305556182077e-01,9.793203654669412339e-01,7.758298502797342233e-02,9.285866882602095834e-03,7.043456250424696696e-01
5.011213090100000054e+07,8.905920154340021266e-01,9.999999999999996669e-01,6.635031733448094604e-01,9.793204415728552492e-01,7.758238145824365717e-02,9.285780855738520398e-03,7.043543749575300605e-01
5.012052771199999750e+07,8.905925747596986630e-01,9.999999999999996669e-01,6.635069877007404582e-01,9.793204942354298836e-01,7.758177584996260590e-02,9.285695961403429149e-03,7.043662868921152231e-01
5.012892551099999994e+07,8.905931340574936295e-01,9.999999999999996669e-01,6.635104509728417810e-01,9.793205223221359557e-01,7.758113748895782702e-02,9.285612652608212642e-03,7.043785612358148818e-01
5.013732432800000161e+07,8.905936933293828739e-01,9.999999999999996669e-01,6.635108768035513638e-01,9.793205247004460601e-01,7.758052689755146059e-02,9.285531382364264896e-03,7.043910620852111837e-01
5.014572411299999803e+07,8.905942525720351721e-01,9.999999999999996669e-01,6.635114611882486635e-01,9.793205002378309043e-01,7.757991336157102347e-02,9.285452603682979936e-03,7.044036535368862761e-01
5.015412489500000328e+07,8.905948117873798697e-01,9.999999999999996669e-01,6.635121588257942848e-01,9.793204478017620840e-01,7.757926616684407417e-02,9.285376769575751782e-03,7.044161996874219733e-01
5.016252640699999779e+07,8.905953722827665286e-01,9.999999999999996669e-01,6.635129244150488326e-01,9.793203662597111947e-01,7.757864583569273886e-02,9.285304333053974457e-03,7.044285646334004225e-01
5.017092893299999833e+07,8.905959345418869022e-01,9.999999999999996669e-01,6.635137126548730224e-01,9.793202544791500541e-01,7.757802165394457605e-02,9.285235747129038514e-03,7.044406124714035489e-01
5.017933249899999797e+07,8.905964967764238294e-01,9.999999999999996669e-01,6.635144782441276812e-01,9.793201113275498138e-01,7.757736290742708873e-02,9.285171464812337974e-03,7.044495435910211878e-01
5.018773705399999768e+07,8.905970589829624862e-01,9.999999999999996669e-01,6.635151758816733025e-01,9.793199356723820692e-01,7.757673011846245859e-02,9.285111939115266860e-03,7.044616820313029937e-01
5.019614262399999797e+07,8.905976211632400386e-01,9.999999999999996669e-01,6.635157602663704912e-01,9.793197263811184161e-01,7.757609257287818860e-02,9.285057623049215725e-03,7.044742281818385798e-01
5.020454919099999964e+07,8.905981833160503403e-01,9.999999999999996669e-01,6.635161860970801850e-01,9.793194823212301170e-01,7.757541955650182341e-02,9.285008969625583794e-03,7.044870461392103156e-01
5.021295675900000334e+07,8.905987454416588456e-01,9.999999999999996669e-01,6.635164080726628777e-01,9.793192023601893226e-01,7.757477159165551694e-02,9.284966431855758151e-03,7.044999999999999041e-01
5.022136532500000298e+07,8.905993075398628278e-01,9.999999999999996669e-01,6.635196221884978041e-01,9.793188853654668513e-01,7.757411796416678607e-02,9.284930462751136288e-03,7.045129538607894926e-01
5.022977489199999720e+07,8.905998696108610169e-01,9.999999999999996669e-01,6.635199007905047131e-01,9.793185302045344098e-01,7.757342795986316153e-02,9.284901515323108756e-03,7.045257718181611173e-01
5.023818544900000095e+07,8.906004316539161136e-01,9.999999999999996669e-01,6.635231035810549294e-01,9.793187191782373180e-01,7.757279451403201187e-02,9.284847629617882722e-03,7.045383179686968145e-01
5.024659699499999732e+07,8.906009936689596174e-01,9.999999999999996669e-01,6.635233029060678689e-01,9.793183923305167626e-01,7.757206326304105781e-02,9.284892908106636214e-03,7.045504564089786204e-01
5.025500954500000179e+07,8.906015556569918390e-01,9.999999999999996669e-01,6.635263584679153004e-01,9.793186114294772926e-01,7.757141260277694572e-02,9.284861106706832762e-03,7.045593875285961483e-01
5.026342308299999684e+07,8.906021176169420794e-01,9.999999999999996669e-01,6.635263426125166397e-01,9.793183165190604278e-01,7.757066730843278912e-02,9.284929602029487819e-03,7.045714353665993857e-01
5.027183762200000137e+07,8.906026795496766457e-01,9.999999999999996669e-01,6.635291150422432116e-01,9.793185693673693848e-01,7.756999999999998618e-02,9.284922149992070120e-03,7.045838003125777238e-01
5.028025314899999648e+07,8.906032414543255671e-01,9.999999999999996669e-01,6.635319893995332841e-01,9.793188934517202959e-01,7.756933269156718325e-02,9.284918888310039753e-03,7.045963464631134210e-01
5.028866967700000107e+07,8.906038033317549285e-01,9.999999999999996669e-01,6.635349430338171040e-01,9.793190000000000506e-01,7.756866730843278712e-02,9.284920043489092861e-03,7.046089379147884024e-01
5.029708720300000161e+07,8.906043651817626694e-01,9.999999999999996669e-01,6.635379532945251402e-01,9.793190000000000506e-01,7.756799999999998418e-02,9.284925842034925589e-03,7.046214387641847043e-01
5.030550571599999815e+07,8.906049270036124899e-01,9.999999999999996669e-01,6.635409975310877506e-01,9.793190000000000506e-01,7.756733269156718125e-02,9.284936510453237549e-03,7.046337131078845850e-01
5.031392518500000238e+07,8.906054887952347121e-01,9.999999999999996669e-01,6.635413893859428702e-01,9.793190000000000506e-01,7.756666730843278512e-02,9.284952275249719680e-03,7.046456250424697476e-01
5.032234564599999785e+07,8.906060505590300824e-01,9.999999999999996669e-01,6.635423248544698449e-01,9.793190000000000506e-01,7.756599999999998218e-02,9.284973362930076801e-03,7.046543749575300275e-01
5.033076709099999815e+07,8.906066122944633623e-01,9.999999999999996669e-01,6.635437586355295014e-01,9.793190000000000506e-01,7.756533269156717925e-02,9.284999999999998116e-03,7.046662868921151901e-01
5.033918952000000328e+07,8.906071740015331084e-01,9.999999999999996669e-01,6.635456454279823335e-01,9.793190000000000506e-01,7.756466730843278312e-02,9.284999999999998116e-03,7.046785612358148487e-01
5.034761295199999958e+07,8.906077356815046420e-01,9.999999999999996669e-01,6.635479399306890569e-01,9.793190000000000506e-01,7.756399999999998018e-02,9.284999999999998116e-03,7.046910620852112617e-01
5.035603738400000334e+07,8.906082973341757913e-01,9.999999999999996669e-01,6.635505968425103873e-01,9.793190000000000506e-01,7.756333269156717725e-02,9.284999999999998116e-03,7.047036535368863541e-01
5.036446280600000173e+07,8.906088589588779802e-01,9.999999999999996669e-01,6.635535708623070406e-01,9.793190000000000506e-01,7.756266730843279500e-02,9.284999999999998116e-03,7.047161996874220513e-01
5.037288957699999958e+07,8.906094205795340724e-01,9.999999999999996669e-01,6.635568166889396213e-01,9.793190000000000506e-01,7.756200000000000594e-02,9.284999999999998116e-03,7.047285646334002784e-01
5.038131735499999672e+07,8.906099821733424182e-01,9.999999999999996669e-01,6.635602890212688454e-01,9.793190000000000506e-01,7.756133269156716137e-02,9.284999999999998116e-03,7.047406124714035158e-01
5.038974401799999923e+07,8.906105435989348784e-01,9.999999999999996669e-01,6.635639425581552064e-01,9.793190000000000506e-01,7.756066730843280688e-02,9.284999999999998116e-03,7.047495435910211548e-01
5.039817387699999660e+07,8.906111051435279258e-01,9.999999999999996669e-01,6.635677319984595313e-01,9.793190000000000506e-01,7.755999999999999006e-02,9.285026637069919431e-03,7.047616820313029606e-01
5.040660150199999660e+07,8.906116664454241105e-01,9.999999999999996669e-01,6.635748533375612768e-01,9.793190000000000506e-01,7.755933269156717325e-02,9.285047724750274817e-03,7.047742281818385468e-01
5.041503178999999911e+07,8.906122278308007401e-01,9.999999999999996669e-01,6.635826202178982669e-01,9.793190000000000506e-01,7.755866730843277712e-02,9.285063489546760418e-03,7.047870461392101715e-01
5.042346584099999815e+07,8.906127893728325029e-01,9.999999999999996669e-01,6.635910099889010816e-01,9.793190000000000506e-01,7.755799999999998806e-02,9.285074157965072378e-03,7.047999999999997600e-01
5.043189988099999726e+07,8.906133508202139781e-01,9.999999999999996669e-01,6.635999999999998566e-01,9.793190000000000506e-01,7.755733269156717125e-02,9.285079956510903371e-03,7.048129538607893485e-01
5.044033445300000161e+07,8.906139132130428404e-01,9.999999999999996669e-01,6.636063263041063198e-01,9.793190000000000506e-01,7.755666730843280288e-02,9.285081111689956479e-03,7.048257718181609732e-01
5.044876987099999934e+07,8.906144776743483149e-01,9.999999999999996669e-01,6.636126073070736098e-01,9.793190000000000506e-01,7.755599999999998606e-02,9.285077850007926112e-03,7.048383179686967814e-01
5.045720623799999803e+07,8.906150421047664967e-01,9.999999999999996669e-01,6.636187977077621092e-01,9.793190000000000506e-01,7.755533269156716925e-02,9.285070397970506678e-03,7.048504564089785873e-01
5.046564360100000352e+07,8.906156065074408712e-01,9.999999999999996669e-01,6.636248522050327558e-01,9.793190000000000506e-01,7.755466730843278700e-02,9.285058982083396056e-03,7.048593875285961152e-01
