age,radius,mass,convective_radius,radiative_mass,radiative_moment_of_inertia,convective_moment_of_inertia,luminosity
9.157871315600000381e+09,1.221554658206975619e+00,9.979997956239096135e-01,9.148772339124325859e-01,9.852583967473780291e-01,4.804164764773832808e-02,5.643531767423950150e-03,1.601500011325284634e+00
9.158290074899999619e+09,1.221590386420162266e+00,9.979995292079092417e-01,9.148706652472307077e-01,9.852541764932384316e-01,4.804014269858886133e-02,5.645170604090692101e-03,1.601638927269020352e+00
9.158813524100000381e+09,1.221635044395783298e+00,9.979992974699312125e-01,9.149136809440753249e-01,9.852540791184396518e-01,4.803758442999840617e-02,5.645378558970758076e-03,1.601745090489025580e+00
9.159467835500000000e+09,1.221690863267718807e+00,9.979990387551246345e-01,9.149618383202334782e-01,9.852545049944504418e-01,4.803537688282859264e-02,5.645474959795238230e-03,1.601875738974834817e+00
9.160285724799999237e+09,1.221760631254820595e+00,9.979987826451330868e-01,9.150487440259119643e-01,9.852574770436474116e-01,4.803073600761058326e-02,5.643850687444788329e-03,1.601943600081541685e+00
9.161308086399999619e+09,1.221847832477080953e+00,9.979985320845314867e-01,9.150880903304713376e-01,9.852570379623544206e-01,4.802832326893020226e-02,5.643818795442704858e-03,1.602097148293279094e+00
9.161643093799999237e+09,1.221876404452602927e+00,9.979982900178936411e-01,9.150953022718522067e-01,9.852540600693103778e-01,4.802599026025503037e-02,5.645029060680874580e-03,1.602249337470837087e+00
9.162061853100000381e+09,1.221912117957095756e+00,9.979980536138980396e-01,9.151106616231396984e-01,9.852519010170104341e-01,4.802347611497428254e-02,5.646216222337990809e-03,1.602372171510113130e+00
9.162585302299999237e+09,1.221956757548732897e+00,9.979978200412237266e-01,9.151352465514505097e-01,9.852504161589159537e-01,4.802106700038505371e-02,5.646769394550272061e-03,1.602496477836417244e+00
9.163239613700000763e+09,1.222012553443651228e+00,9.979975922444448422e-01,9.152086502525536016e-01,9.852525597635278798e-01,4.801787510475886978e-02,5.644637001970598256e-03,1.602594033839950693e+00
9.164057503000000000e+09,1.222082292714092189e+00,9.979973673922396538e-01,9.152726698226458790e-01,9.852542217943780489e-01,4.801391782373325146e-02,5.644570749054337450e-03,1.602748714580171541e+00
9.165079864600000381e+09,1.222169458047741353e+00,9.979971426532876499e-01,9.153327051575345097e-01,9.852557673559988460e-01,4.801144030442364152e-02,5.644708441867311854e-03,1.602900110987790727e+00
9.165347870500000000e+09,1.222192306303376608e+00,9.979969209721624157e-01,9.153632902217490042e-01,9.852549881537517873e-01,4.800906983170625392e-02,5.645266438650931029e-03,1.603052639923893574e+00
9.165682878000000000e+09,1.222220865694066294e+00,9.979966728804727794e-01,9.154051507395407627e-01,9.852547141724612434e-01,4.800655604883462269e-02,5.645300890167386648e-03,1.603145892319191690e+00
9.166101637299999237e+09,1.222256563458152367e+00,9.979964543704271662e-01,9.154760379623544386e-01,9.852566810573284428e-01,4.800351366961878169e-02,5.644017531540917489e-03,1.603242882058483421e+00
9.166625086399999619e+09,1.222301183367781929e+00,9.979962359736345157e-01,9.155076649527732480e-01,9.852556608077190914e-01,4.800068705972953403e-02,5.644033613445377517e-03,1.603374210061382810e+00
9.167279397799999237e+09,1.222356954674007401e+00,9.979959882217036560e-01,9.154954744161812874e-01,9.852513500192530138e-01,4.799973786495729394e-02,5.646136492332781698e-03,1.603538290788013132e+00
9.168097287100000381e+09,1.222426663213517894e+00,9.979957404697724632e-01,9.155128428729980561e-01,9.852494522186230341e-01,4.799789900110987273e-02,5.647070012910824013e-03,1.603674715169086218e+00
9.168365293100000381e+09,1.222449503957923067e+00,9.979955220729800347e-01,9.155598496002173015e-01,9.852501141815216412e-01,4.799611640127747492e-02,5.645949353326235390e-03,1.603781897664725564e+00
9.168700300500000000e+09,1.222478053941010279e+00,9.979953035629344216e-01,9.156034564769300887e-01,9.852501109651404798e-01,4.799379100319371705e-02,5.645222020883824271e-03,1.603890439194545436e+00
9.169119059799999237e+09,1.222513739957220569e+00,9.979950554712450073e-01,9.155883621373076542e-01,9.852455508618540581e-01,4.799284463974267528e-02,5.646417721805702811e-03,1.604057577748080110e+00
9.169642509000000000e+09,1.222558345192029883e+00,9.979948071530495568e-01,9.155898548098484468e-01,9.852424579492172763e-01,4.799197848195881078e-02,5.647146685089129113e-03,1.604196267186119407e+00
9.170296820399999619e+09,1.222614098146441730e+00,9.979945879634870565e-01,9.156089650954719605e-01,9.852407328365303529e-01,4.798979412897233510e-02,5.647288137896667483e-03,1.604337334933973125e+00
9.171114709700000763e+09,1.222683783749862085e+00,9.979943684341658905e-01,9.156284989467484703e-01,9.852390946793807558e-01,4.798814090919385766e-02,5.647602822260978754e-03,1.604479195451765206e+00
9.171533469000000000e+09,1.222719460371499700e+00,9.979941190966952203e-01,9.156705723798952423e-01,9.852394764773831914e-01,4.798595911572174633e-02,5.647910575550973977e-03,1.604620263199619146e+00
9.172056918100000381e+09,1.222764053855787125e+00,9.979938693062128108e-01,9.157001200480190395e-01,9.852385883711972658e-01,4.798470597295520501e-02,5.648393508346733448e-03,1.604791365602844300e+00
9.172711229600000381e+09,1.222819792143093665e+00,9.979936217807873211e-01,9.157034972479556334e-01,9.852353507667216403e-01,4.798197990894470522e-02,5.649884029083330345e-03,1.604937869487417235e+00
9.173529118799999237e+09,1.222889459396410139e+00,9.979934058755576265e-01,9.157619130671134089e-01,9.852365396271713927e-01,4.797856504111076836e-02,5.649737343994199607e-03,1.605058189313461003e+00
9.174183430299999237e+09,1.222945188738955524e+00,9.979931597091663553e-01,9.158246574101336357e-01,9.852377944007790767e-01,4.797459672925772495e-02,5.649458696686220430e-03,1.605177150105324690e+00
9.175001319600000381e+09,1.223014844821638247e+00,9.979929126367526049e-01,9.158918775057188766e-01,9.852390899227614351e-01,4.797024421844207909e-02,5.649047634147997925e-03,1.605325352782621895e+00
9.175420078899999619e+09,1.223050506330696674e+00,9.979926673763844791e-01,9.159679154680735458e-01,9.852415519717320214e-01,4.796638487847967869e-02,5.647417132890891062e-03,1.605447937665632097e+00
9.175943528000000000e+09,1.223095080926196676e+00,9.979924208702348754e-01,9.160700514167929853e-01,9.852456731975808291e-01,4.796192418854333672e-02,5.646441097193593758e-03,1.605607918639153420e+00
9.176597839399999619e+09,1.223150795597034657e+00,9.979921700604768020e-01,9.161176334684816291e-01,9.852457270379848531e-01,4.795881725520394906e-02,5.645968878117284089e-03,1.605797934268046401e+00
9.177415728700000763e+09,1.223220433353666259e+00,9.979919176651792512e-01,9.161640716664022355e-01,9.852453743912658046e-01,4.795521085415296869e-02,5.646225395818703710e-03,1.605951799587759243e+00
9.178438090299999237e+09,1.223307471820516135e+00,9.979916664024095496e-01,9.162124238374591556e-01,9.852451520985748834e-01,4.795150644408706364e-02,5.646606672857821738e-03,1.606100342023601524e+00
9.178773097799999237e+09,1.223335990480758140e+00,9.979914456273072387e-01,9.162548687399484360e-01,9.852444811660512336e-01,4.794771254162039781e-02,5.647066049061132825e-03,1.606247751930960810e+00
9.179191857100000381e+09,1.223371637335980866e+00,9.979911934585151689e-01,9.162873360665020339e-01,9.852434907019408383e-01,4.794503128043669377e-02,5.647611950440552947e-03,1.606398219665224225e+00
9.179715306200000763e+09,1.223416193616068570e+00,9.979909392511722155e-01,9.163095902511945168e-01,9.852417869034404418e-01,4.794313608462251464e-02,5.649278148995445954e-03,1.606555935581779559e+00
9.180369617600000381e+09,1.223471885395575498e+00,9.979906857233457051e-01,9.163508301433780368e-01,9.852412077510247501e-01,4.793973535074405601e-02,5.649624815964119848e-03,1.606686901175564230e+00
9.181187506899999619e+09,1.223541494542632391e+00,9.979904355931048521e-01,9.164042764275519559e-01,9.852415435683703482e-01,4.793624741217240859e-02,5.649536773199844569e-03,1.606842578540849997e+00
9.181606266200000763e+09,1.223577132023890179e+00,9.979901858026228867e-01,9.164620852114429006e-01,9.852420289021267541e-01,4.793251564021834554e-02,5.649333212530294017e-03,1.606968107997915896e+00
9.182129715399999619e+09,1.223621676596233110e+00,9.979899332940720402e-01,9.165285986092548409e-01,9.852437307073769190e-01,4.792896008969624311e-02,5.647835873972229144e-03,1.607094090466374858e+00
9.182784026799999237e+09,1.223677353732300910e+00,9.979896807855216379e-01,9.166023216833900644e-01,9.852453365874648261e-01,4.792485431153591796e-02,5.646433871661871336e-03,1.607251126865840263e+00
9.183601916100000381e+09,1.223746944577991602e+00,9.979894309950392284e-01,9.166298375954153865e-01,9.852437613535978134e-01,4.792152913995785524e-02,5.647876826202177444e-03,1.607437631656435828e+00
9.184256227500000000e+09,1.223802612788914557e+00,9.979892132777636871e-01,9.166804638836664187e-01,9.852439558313889068e-01,4.791829334752768094e-02,5.647940995266029912e-03,1.607560782803687083e+00
9.185074116799999237e+09,1.223872192479960930e+00,9.979889657523384194e-01,9.167330381209084500e-01,9.852443288183196923e-01,4.791515169086501408e-02,5.647877868128382481e-03,1.607710231262315936e+00
9.185728428200000763e+09,1.223927851768593422e+00,9.979887177739016346e-01,9.167844662393256350e-01,9.852448551496069129e-01,4.791194484586286384e-02,5.647654578812656007e-03,1.607857754422523433e+00
9.186251877299999237e+09,1.223972376343302138e+00,9.979884986975919858e-01,9.168535187659968555e-01,9.852466341932998306e-01,4.790899098507325760e-02,5.646151690865023470e-03,1.607975129674510839e+00
9.186906188799999237e+09,1.224028028504672738e+00,9.979882790550180793e-01,9.169215859928876444e-01,9.852483477768464448e-01,4.790643316949420166e-02,5.644811592561551489e-03,1.608125370903078055e+00
9.187429637899999619e+09,1.224072547371499287e+00,9.979880293777886324e-01,9.169475933769732912e-01,9.852466443407550400e-01,4.790335366599468570e-02,5.646420530476340023e-03,1.608306892568347690e+00
9.188083949299999237e+09,1.224128192390424363e+00,9.979877790210420763e-01,9.169798794989693080e-01,9.852457975492082687e-01,4.790140150399781888e-02,5.647057600398648798e-03,1.608426872635846383e+00
9.188418956799999237e+09,1.224156681111674194e+00,9.979875573399168420e-01,9.170239846882146661e-01,9.852460108269720518e-01,4.789904181295158436e-02,5.647167886022332571e-03,1.608574962060295155e+00
9.188837716100000381e+09,1.224192290546237238e+00,9.979873348660216470e-01,9.170719744501570903e-01,9.852464307685337985e-01,4.789610749960360181e-02,5.647046433667805843e-03,1.608722938231896382e+00
9.189361165200000763e+09,1.224236800055298779e+00,9.979870821309656526e-01,9.171056128111620964e-01,9.852456899590020800e-01,4.789438979365329835e-02,5.647222972207749554e-03,1.608869215610772230e+00
9.190015476600000381e+09,1.224292433378521450e+00,9.979868284898862907e-01,9.171472853292260696e-01,9.852455206459941328e-01,4.789198197014653269e-02,5.647206142834490863e-03,1.608985571587125074e+00
9.190833365899999619e+09,1.224361969466925659e+00,9.979866032979227697e-01,9.171154431583952160e-01,9.852395174749142281e-01,4.789144594441549496e-02,5.648717864504290351e-03,1.609161657115675936e+00
9.191855727500000000e+09,1.224448880873955092e+00,9.979863770866834738e-01,9.171683209132708292e-01,9.852398380031256453e-01,4.788795562753401375e-02,5.648287866089831029e-03,1.609251376022106328e+00
9.192190735000000000e+09,1.224477357905383146e+00,9.979861528007428761e-01,9.172478108224418891e-01,9.852420609300323040e-01,4.788425780878387966e-02,5.647183084554575211e-03,1.609370789825363968e+00
9.192609494299999237e+09,1.224512952728865622e+00,9.979859009717092500e-01,9.173133706312711633e-01,9.852430689030328148e-01,4.788046651113274377e-02,5.646225712926679005e-03,1.609518086479874377e+00
9.193132943399999619e+09,1.224557443975951232e+00,9.979856509547212484e-01,9.173645246777955009e-01,9.852434897506169298e-01,4.787799232145686923e-02,5.645430383474142957e-03,1.609665043375840376e+00
9.193787254799999237e+09,1.224613054474624763e+00,9.979854321049170807e-01,9.173505560714847462e-01,9.852388236653149001e-01,4.787749969421729868e-02,5.647454302475705609e-03,1.609842487938571098e+00
9.194605144100000381e+09,1.224682562036915723e+00,9.979851825409408184e-01,9.173911640127748734e-01,9.852381657795191705e-01,4.787498480146774177e-02,5.647087544451741790e-03,1.609930961063670507e+00
9.194940151600000381e+09,1.224711030553153890e+00,9.979849316179298935e-01,9.174499535663319660e-01,9.852387936306596927e-01,4.787150603637680552e-02,5.646011189381411853e-03,1.610046524270085211e+00
9.195358910899999619e+09,1.224746614733526195e+00,9.979846820539536312e-01,9.175066705927652499e-01,9.852393023624540502e-01,4.786846984076648104e-02,5.644828557838228039e-03,1.610160728442320055e+00
9.195882360000000000e+09,1.224791092678085391e+00,9.979844632041492414e-01,9.175549570771702745e-01,9.852393098144917039e-01,4.786556422569027136e-02,5.644177172755894013e-03,1.610304174499988417e+00
9.196536671399999619e+09,1.224846686550734365e+00,9.979842131871612398e-01,9.175518245033861264e-01,9.852358450248022148e-01,4.786501186889849380e-02,5.644909375070781762e-03,1.610481052798477641e+00
9.197354560700000763e+09,1.224916173333813862e+00,9.979839613581279467e-01,9.175888060884728192e-01,9.852351475911116374e-01,4.786288516161180118e-02,5.644470927993838413e-03,1.610604317198577107e+00
9.197878009899999619e+09,1.224960641636285485e+00,9.979837104351172439e-01,9.176478900994358145e-01,9.852359428979136080e-01,4.785984488889894611e-02,5.643471811366054802e-03,1.610731205689822643e+00
9.198296769200000763e+09,1.224996214451110843e+00,9.979834897732676735e-01,9.176912206391988347e-01,9.852354683684791947e-01,4.785717449998866391e-02,5.642524655145074799e-03,1.610859906226641103e+00
9.198820218299999237e+09,1.225040938495255416e+00,9.979832374912224191e-01,9.177213617522480549e-01,9.852338078552174139e-01,4.785416949421276989e-02,5.642906000135902191e-03,1.611021019728645864e+00
9.199474529700000763e+09,1.225096870252183390e+00,9.979829829441208000e-01,9.177472921243967630e-01,9.852320108043215452e-01,4.785123617748985453e-02,5.643054655824592328e-03,1.611186323586037972e+00
9.200292419000000000e+09,1.225166779358622060e+00,9.979827288500303650e-01,9.178369340188904379e-01,9.852351623819336490e-01,4.784748544700897360e-02,5.641393191238758091e-03,1.611321819293754842e+00
9.201314780600000381e+09,1.225254157000498001e+00,9.979825045640895453e-01,9.178888649799540334e-01,9.852357145122196957e-01,4.784513243788079961e-02,5.641018007202880033e-03,1.611511381911254759e+00
9.201838229799999237e+09,1.225298890600496460e+00,9.979822482049420795e-01,9.179614872364036948e-01,9.852379563976533250e-01,4.784235355274184254e-02,5.640405898208338681e-03,1.611667965299326877e+00
9.202492541200000763e+09,1.225354804013620402e+00,9.979819891277265098e-01,9.180448956941265060e-01,9.852407164148676566e-01,4.783780144510633298e-02,5.639630070896281544e-03,1.611795759813358764e+00
9.203310430500000000e+09,1.225424690193976929e+00,9.979817300505108291e-01,9.180985503635414879e-01,9.852407807651362148e-01,4.783370563319666591e-02,5.639138213776075104e-03,1.611952003442886250e+00
9.203964741899999619e+09,1.225480594663272527e+00,9.979815003284332464e-01,9.181687286235246104e-01,9.852422091327095455e-01,4.782823053749799685e-02,5.638294729212438121e-03,1.612076060612924078e+00
9.204488191000000000e+09,1.225525315375609603e+00,9.979812704931027012e-01,9.182418401322791635e-01,9.852440354254908828e-01,4.782436419850958492e-02,5.637326870370789125e-03,1.612230945208271704e+00
9.205142502500000000e+09,1.225581212700442402e+00,9.979810377131982380e-01,9.183008290108494176e-01,9.852446638202450035e-01,4.782102190310084933e-02,5.636087453849462914e-03,1.612388434619130395e+00
9.205665951600000381e+09,1.225625927691108341e+00,9.979807991573983461e-01,9.184198939953339691e-01,9.852502039683797008e-01,4.781645921764931390e-02,5.632484993997597875e-03,1.612493669165779187e+00
9.206320263000000000e+09,1.225681817856229205e+00,9.979805577702776098e-01,9.184660196153930922e-01,9.852495502276380490e-01,4.781315617567780812e-02,5.631846134680285401e-03,1.612689347437087806e+00
9.206655270500000000e+09,1.225710432088648050e+00,9.979803164964096140e-01,9.184891956782710309e-01,9.852472986251100684e-01,4.781026023239483280e-02,5.633121271149968412e-03,1.612882647398581559e+00
9.207074029799999237e+09,1.225746198408614207e+00,9.979800458674034092e-01,9.184503590115288274e-01,9.852403053976305225e-01,4.780966998120001615e-02,5.635880472943893479e-03,1.613077985911345102e+00
9.207597478899999619e+09,1.225790904018911665e+00,9.979798018754668654e-01,9.184548710050055575e-01,9.852368964189448519e-01,4.780733817300503868e-02,5.637539219461368788e-03,1.613182540940904408e+00
9.208251790299999237e+09,1.225846782460064066e+00,9.979795550522092551e-01,9.184896939908034907e-01,9.852360303970645328e-01,4.780444734875080592e-02,5.637580534100431959e-03,1.613285736936283854e+00
9.209069679600000381e+09,1.225916624932444021e+00,9.979793083422046074e-01,9.185031665496383724e-01,9.852332154522184249e-01,4.780242533239709851e-02,5.638322657364832138e-03,1.613417948311399508e+00
9.209488438899999619e+09,1.225952381875505592e+00,9.979790322770616395e-01,9.185193254660352080e-01,9.852308435298644529e-01,4.780091644204850082e-02,5.639074565675325154e-03,1.613577363020679556e+00
9.210011888100000381e+09,1.225997075774407641e+00,9.979787828489884438e-01,9.185232055086184344e-01,9.852272651249176505e-01,4.779904154114475445e-02,5.639504473487507059e-03,1.613735758454324820e+00
9.210666199500000000e+09,1.226052939567522149e+00,9.979785305895940706e-01,9.185177739020136123e-01,9.852232906974108806e-01,4.779877342635166504e-02,5.640121973317627560e-03,1.613923962037644877e+00
9.211484088799999237e+09,1.226122763732777399e+00,9.979782784434524379e-01,9.185183786722234123e-01,9.852194643819788267e-01,4.779749611542728760e-02,5.640800086072162919e-03,1.614054927631429548e+00
9.212506450399999619e+09,1.226210035219396755e+00,9.979780293551381298e-01,9.185477813767012334e-01,9.852182026772973167e-01,4.779566191759721666e-02,5.641150354481413998e-03,1.614185893225214219e+00
9.212841457799999237e+09,1.226238630229209425e+00,9.979777804933290808e-01,9.185737162789641141e-01,9.852168907789528030e-01,4.779438560329790642e-02,5.641488640739313228e-03,1.614347459738612045e+00
9.213260217100000381e+09,1.226274372533550983e+00,9.979775290267047794e-01,9.185833427710704546e-01,9.852142368117056126e-01,4.779309857527914984e-02,5.643253935536476397e-03,1.614511404561824293e+00
9.213783666299999237e+09,1.226319048135926293e+00,9.979772778998389215e-01,9.185760945887785356e-01,9.852107746494822571e-01,4.779393984008696583e-02,5.645463045595594878e-03,1.614676142154975125e+00
9.214437977700000763e+09,1.226374889061304208e+00,9.979770566943756416e-01,9.185896101836958927e-01,9.852085369091030387e-01,4.779340168520237325e-02,5.646360778273571898e-03,1.614781036943078840e+00
9.215255867000000000e+09,1.226444684646456285e+00,9.979768037554640481e-01,9.186180411787354672e-01,9.852072040589818780e-01,4.779238884232937801e-02,5.646112505379509081e-03,1.614915513375161149e+00
9.215910178399999619e+09,1.226500516651179540e+00,9.979765486647488304e-01,9.186959614034292398e-01,9.852094865342360119e-01,4.778924632494506441e-02,5.644939975990394265e-03,1.615024485265804000e+00
9.216728067700000763e+09,1.226570301087291703e+00,9.979762943668032404e-01,9.187144397381592498e-01,9.852072735962308370e-01,4.778837387030283185e-02,5.645186844549138910e-03,1.615218238238691484e+00
9.217146827000000000e+09,1.226606028319772834e+00,9.979760113932364396e-01,9.187125642709912388e-01,9.852037219869076434e-01,4.778736816235926860e-02,5.647393893406417106e-03,1.615403950259348687e+00
9.217670276100000381e+09,1.226650685075713954e+00,9.979757557362565201e-01,9.187069514598288356e-01,9.851998948107542065e-01,4.778630383474143095e-02,5.649836598790458284e-03,1.615559401118937810e+00
9.218324587600000381e+09,1.226706502465261028e+00,9.979754979274726434e-01,9.187176832997349107e-01,9.851975073501098024e-01,4.778570508958299157e-02,5.650925026614418353e-03,1.615683005277582351e+00
9.219142476799999237e+09,1.226776268616126320e+00,9.979752409114588385e-01,9.187381163786269012e-01,9.851952160637836853e-01,4.778380941810685123e-02,5.651854130331376326e-03,1.615832000724817918e+00
9.220164838399999619e+09,1.226863467609901281e+00,9.979749552198237117e-01,9.187759247095060866e-01,9.851942023828397232e-01,4.778079193186707263e-02,5.652216199687420950e-03,1.615951527780923103e+00
9.220982727700000763e+09,1.226933219845301126e+00,9.979746968447752442e-01,9.187960746562773284e-01,9.851918344243356662e-01,4.777888706425965915e-02,5.653126503431559965e-03,1.616098824435433956e+00
9.222005089299999237e+09,1.227020401437559194e+00,9.979744363179231526e-01,9.188247570726401081e-01,9.851901045550293112e-01,4.777657043194635800e-02,5.653890439194544405e-03,1.616239892183287896e+00
9.222340096799999237e+09,1.227048967003651070e+00,9.979741765838407996e-01,9.188478040272710645e-01,9.851880543613669161e-01,4.777446322680014429e-02,5.654611723934855130e-03,1.616378921379872491e+00
9.222758856100000381e+09,1.227084672495698303e+00,9.979738881741372358e-01,9.189445287548980712e-01,9.851914933747080161e-01,4.777033595324921278e-02,5.654171804570883378e-03,1.616487689415388340e+00
9.223282305200000763e+09,1.227129302078866946e+00,9.979736270810207754e-01,9.189920383247637270e-01,9.851912909012658925e-01,4.776829971233775840e-02,5.654551473419555142e-03,1.616655847244557576e+00
9.223936616600000381e+09,1.227185085498258221e+00,9.979733638361004688e-01,9.190096831185302628e-01,9.851890695145980592e-01,4.776698432580578357e-02,5.655733923758181521e-03,1.616796348728170241e+00
9.224754505899999619e+09,1.227254809212395603e+00,9.979731013839495679e-01,9.190374142109674072e-01,9.851876545561619736e-01,4.776538922738905735e-02,5.656606423701554531e-03,1.616934245396271175e+00
9.225173265200000763e+09,1.227290505359399653e+00,9.979728426691428789e-01,9.190866565494120177e-01,9.851876724954132802e-01,4.776203363609593522e-02,5.656832113977665506e-03,1.617041314639062755e+00
9.225696714399999619e+09,1.227335123270988371e+00,9.979725848603590022e-01,9.191710797526556620e-01,9.851901459829213170e-01,4.775763523522615073e-02,5.655716029808148873e-03,1.617148157376157691e+00
9.226351025799999237e+09,1.227390892092105723e+00,9.979723251262767603e-01,9.192038868377535588e-01,9.851888681736844511e-01,4.775524947337424220e-02,5.656609798636434705e-03,1.617312011597091148e+00
9.227168915100000381e+09,1.227460597561316868e+00,9.979720664114700712e-01,9.192272055992206647e-01,9.851871224489793244e-01,4.775317941516227932e-02,5.657676028902125856e-03,1.617445831162653169e+00
9.227587674399999619e+09,1.227496284368170043e+00,9.979718116605128531e-01,9.192710389816300953e-01,9.851867229608822774e-01,4.775092042854876817e-02,5.658224082085662812e-03,1.617580443498153553e+00
9.228111123500000000e+09,1.227540890597236700e+00,9.979715580420844834e-01,9.193449455253794866e-01,9.851887013975400009e-01,4.774707370495366587e-02,5.657596366848625241e-03,1.617687625993793121e+00
9.228765435000000000e+09,1.227596644836242090e+00,9.979713027248632295e-01,9.194007316133998575e-01,9.851885459466803718e-01,4.774257382953180084e-02,5.657957824639288195e-03,1.617824616639107926e+00
9.229583324200000763e+09,1.227666332061549959e+00,9.979710486534232317e-01,9.194183311060272201e-01,9.851860922557700295e-01,4.774007945819836590e-02,5.658985571587124043e-03,1.617989829894221465e+00
9.230605685799999237e+09,1.227753432418049684e+00,9.979707987723388518e-01,9.194418673129628461e-01,9.851846474665335585e-01,4.773791918276743679e-02,5.659904958209697676e-03,1.618128632585109195e+00
9.231129135000000000e+09,1.227798024071729888e+00,9.979705502502884684e-01,9.194703322838566617e-01,9.851833695213932929e-01,4.773590606808759962e-02,5.660844639742689324e-03,1.618271852137080691e+00
9.231783446399999619e+09,1.227853760074657741e+00,9.979703002559512370e-01,9.194542164035424126e-01,9.851790259802032379e-01,4.773561410224465285e-02,5.662242723504494653e-03,1.618444540080182348e+00
9.232601335700000763e+09,1.227923424527671559e+00,9.979700517339008536e-01,9.194807243652174389e-01,9.851777925660828439e-01,4.773394500441685562e-02,5.663488595438173970e-03,1.618559650275204209e+00
9.232869341600000381e+09,1.227946250827593122e+00,9.979698076287116804e-01,9.194931006364808201e-01,9.851754420938183543e-01,4.773169310743163862e-02,5.664925411674102268e-03,1.618680196606944399e+00
9.233204349100000381e+09,1.227974782781396934e+00,9.979695384719924345e-01,9.195462116922239471e-01,9.851759489682664350e-01,4.772754524451289920e-02,5.665098711182585400e-03,1.618771954064644358e+00
9.233623108399999619e+09,1.228010446261519562e+00,9.979693002559512083e-01,9.195862873451265962e-01,9.851753636095943456e-01,4.772376033432240011e-02,5.665341797096195425e-03,1.618891934132143273e+00
9.234146557500000000e+09,1.228055023335146601e+00,9.979690635121972742e-01,9.196342521914423473e-01,9.851753956828013248e-01,4.771981625857889264e-02,5.665175768420575159e-03,1.619044100659131402e+00
9.234800869000000000e+09,1.228110741134501138e+00,9.979688311853039950e-01,9.196726517021900360e-01,9.851746463340050886e-01,4.771625255385172210e-02,5.665177421912160130e-03,1.619167818070623932e+00
9.235618758200000763e+09,1.228180382817514182e+00,9.979685738068810874e-01,9.197146435932860298e-01,9.851739676776367638e-01,4.771347099594554220e-02,5.665084871684522225e-03,1.619320324356157137e+00
9.236037517500000000e+09,1.228216036974568048e+00,9.979683473691359774e-01,9.197512967451128008e-01,9.851730811343404337e-01,4.771052205032955129e-02,5.664989467485105797e-03,1.619473396905931839e+00
9.236560966700000763e+09,1.228260602404070312e+00,9.979680899907130698e-01,9.197987632788962031e-01,9.851728481732312526e-01,4.770677082153614718e-02,5.664984416408071731e-03,1.619598813110149527e+00
9.237215278100000381e+09,1.228316305630958949e+00,9.979678310267501296e-01,9.197692110806584553e-01,9.851663205282110702e-01,4.770486828693740189e-02,5.667983759541550016e-03,1.619791999818795070e+00
9.238033167399999619e+09,1.228385929120453302e+00,9.979675731953157047e-01,9.197783936215994105e-01,9.851638603592376420e-01,4.770357373892952779e-02,5.669068223515820633e-03,1.619927722032208806e+00
9.238451926700000763e+09,1.228421573959317614e+00,9.979673458515480045e-01,9.197990690615869269e-01,9.851616429590700497e-01,4.770124195338511230e-02,5.669511789621507411e-03,1.620057441844662049e+00
9.238975375799999237e+09,1.228466127733752966e+00,9.979671195270558570e-01,9.198350245758679655e-01,9.851609360347910460e-01,4.769874506783843698e-02,5.668569412670727489e-03,1.620185123105845504e+00
9.239629687299999237e+09,1.228521816412819767e+00,9.979668647534485348e-01,9.198585721080883015e-01,9.851589650954719612e-01,4.769630363088631086e-02,5.669031710797524728e-03,1.620341366735372768e+00
9.240447576500000000e+09,1.228591421701284991e+00,9.979666108858636919e-01,9.198436884187636275e-01,9.851542002763368222e-01,4.769563131667760303e-02,5.670740265917686811e-03,1.620530363088631409e+00
9.240971025700000763e+09,1.228635965862270307e+00,9.979663872794398705e-01,9.198419986862669262e-01,9.851510037373436557e-01,4.769472160184827503e-02,5.671623932591903644e-03,1.620691703096332370e+00
9.241389785000000000e+09,1.228671599369301148e+00,9.979661644657861208e-01,9.198420190717792044e-01,9.851477273324420469e-01,4.769427987043873413e-02,5.672447982966770212e-03,1.620850438288522488e+00
9.241913234100000381e+09,1.228716138980394001e+00,9.979659129765111603e-01,9.198854107680806136e-01,9.851474895241112417e-01,4.769214686629368039e-02,5.672606083943010705e-03,1.620978346055403030e+00
9.242567545600000381e+09,1.228771809957536876e+00,9.979656621667533090e-01,9.199394504971798447e-01,9.851478151487007562e-01,4.768792362227909643e-02,5.672469976669911908e-03,1.621106027316586706e+00
9.243385434799999237e+09,1.228841393122120929e+00,9.979654413916508870e-01,9.199954109945863712e-01,9.851487605155266891e-01,4.768488357607193057e-02,5.672242655552785749e-03,1.621264082991686895e+00
9.243804194200000763e+09,1.228877017330260557e+00,9.979652211828125008e-01,9.200298217400164624e-01,9.851477300731609210e-01,4.768271100138167518e-02,5.672150898095086081e-03,1.621424290470904861e+00
9.244327643299999237e+09,1.228921545308283347e+00,9.979649720718473116e-01,9.200242066637972504e-01,9.851436967541732370e-01,4.768182425422998194e-02,5.672552447394051470e-03,1.621585064214364325e+00
9.244981954700000763e+09,1.228977201737433855e+00,9.979647500509636338e-01,9.200734308817863916e-01,9.851436989739288386e-01,4.767927724297264802e-02,5.671928899861830575e-03,1.621718181612267218e+00
9.245799844000000000e+09,1.229046766739070984e+00,9.979645256517699625e-01,9.201467598360095757e-01,9.851453389657748305e-01,4.767430997304581558e-02,5.670560601599128857e-03,1.621854243584226030e+00
